EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
383187717,FOUNTAIN OF LIFE OUTREACH MINISTRIES,,728 CONNER ST,DETROIT,MI,48215-3225,8240,3,9,7000,199712,1,10,1000000,0,1,,0,0,6,0,12,,,,,TOUCH OF LOVE MINISTRIES
383189243,EIGHT MILE BOULEVARD ASSOCIATION INC,% JORDAN TWARDY,20500 CONANT ST,DETROIT,MI,48234-1294,0,3,3,1000,199412,1,15,994400000,1,1,201406,4,4,1,0,6,228646,193866,164526,S31,
383189633,EBENEZER AME CHURCH NON PROFIT HOUSING CORPORATION,% HEYWARD DORTCH,5151 W CHICAGO,DETROIT,MI,48204-1722,0,3,3,1000,199410,1,17,380000000,1,1,201312,0,0,2,0,12,0,0,0,,
383191193,CHRIST TEMPLE MISSIONARY BAPTIST CHURCH,% REV ARTHUR MANNING,3901 MORAN ST,DETROIT,MI,48207-1836,0,3,3,7000,199906,1,10,0,1,1,,0,0,6,0,12,,,,X21,
383192484,PARENTAL INSIGHT INC,% LORIN GRAVES,269 WALKER ST,DETROIT,MI,48207-4258,0,3,3,1200,199801,1,15,995059000,1,1,201412,0,0,2,0,12,0,0,0,B99,DBA SOC OF ENGS & APPL SCIENTISTS
383193008,DOWNRIVER CANCER CENTER,% THOMAS W CAULFIELD,ONE FORD PL 5F,DETROIT,MI,48202-3450,0,3,3,1000,199510,1,12,154000000,1,1,201312,8,6,1,0,8,26690853,4255131,4255131,G300,
383193365,PRAISE FELLOWSHIP CHRISTIAN CHURCH,% GWAYLAND MCCLENEY,12490 KELLY RD,DETROIT,MI,48224-1518,0,3,3,7000,199712,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383194876,HOUSE OF GOD CHURCH OF THE LIVING GOD PALLARD GROUND OF TRUTH,% DONNELL FOSTER,12700 SCHAEFER HWY,DETROIT,MI,48227-3586,0,3,3,7000,199507,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,HOUSE OF GOD
383195198,AMANDLA COMMUNITY DEVELOPMENT,,7707 W OUTER DR,DETROIT,MI,48235-3248,0,3,3,1200,201212,1,15,994380000,1,1,201309,5,4,1,0,9,788799,255740,255740,S20,
383195595,YOUTH FOR CHRIST USA INC,% DALE BISHOP,PO BOX 40801,DETROIT,MI,48240-0801,1277,3,9,7000,195409,1,16,0,5,1,201406,4,4,1,0,6,269165,443832,425171,O55Z,YFC DETROIT
383195838,MAE AVA CARSE FOUNDATION,% DEBORAH J PAYNE,1986 ATKINSON ST,DETROIT,MI,48206-2009,0,3,3,1000,199507,1,15,994927040,1,1,201212,0,1,2,0,12,0,1550,1550,I71Z,
383195962,DOMINICAN LITERARY CENTER,% SISTER JANICE BROWN,5555 CONNER ST STE 1414,DETROIT,MI,48213-3498,928,3,9,7000,194603,1,10,31150120,5,1,,0,0,6,0,6,,,,,
383197374,SUPPORTIVE CARE SERVICES OF MICHIGAN INC,,400 MACK AVE,DETROIT,MI,48201-2136,0,3,3,1000,200205,1,16,0,1,1,201312,6,6,1,0,12,1227331,2991225,2991225,T20,
383198759,HOUSE OF TRUTH NON-DENOMINATIONAL CHURCH,% CELESTINE TODD,2607 CENTRAL ST,DETROIT,MI,48209-1199,0,3,3,7000,199702,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383199326,JANE SMITH TURNER FOUNDATION INC,% MICHAEL D GIBSON,500 WOODWARD AVE STE 2500,DETROIT,MI,48226-5499,0,3,3,1000,199501,1,4,602000000,1,1,201312,7,6,0,1,12,8859621,3714974,,T22Z,
383199440,TRUE TEMPLE OF SOLOMON COPTIC CHURCH OF THE WESTERN WORLD,% DANIEL FASON,21550 FENKELL ST,DETROIT,MI,48223-1513,0,3,3,7000,199504,1,10,1000000,5,1,,0,0,6,0,12,,,,X20Z,
383199761,HARTMANN FOUNDATION INC,% CURTIS J DEROO,500 WOODWARD AVE STE 2500,DETROIT,MI,48226-5499,0,3,3,1000,199412,1,4,602000000,1,1,201312,4,4,0,1,12,468296,210213,,Z99Z,
383200503,STRATFORD SHAKESPEAREAN FESTIVAL OF AMERICA GROUP RETURN,% HONIGMAN,660 WOODWARD AVE STE 2290,DETROIT,MI,48226-3506,5169,3,7,1000,198209,1,15,0,1,1,201310,3,3,3,0,10,90618,29005,16083,A116,GROUP RETURN
383201091,VANGUARD COMMUNITY DEVELOPMENT CORPORATION,,2785 E GRAND BLVD,DETROIT,MI,48211-2003,0,3,3,1000,199501,1,16,994533000,1,1,201312,5,5,1,0,12,893291,966487,966487,S31,
383201490,LSSM FOUNDATION,% CARL THOMAS,8131 E JEFFERSON AVE,DETROIT,MI,48214-2610,9386,3,9,7000,198704,1,10,1000000,5,1,,0,0,6,0,1,,,,,
383201533,DETROIT ASSOCIATION OF BLACK STORYTELLERS INCORPORATED,% AMY JACKSON,1300 E LAFAYETTE,DETROIT,MI,48207-2905,0,3,3,1200,201502,1,16,995090000,1,1,,0,0,2,0,12,,,,A20,
383205955,WESTSIDE CHRISTIAN ACADEMY ASSOCIATION,% DARYL OUNANIAN,9540 BRAMELL,DETROIT,MI,48239-1302,0,3,3,2000,199611,1,11,2000000,1,1,201306,4,6,1,0,6,404738,1145146,1145146,B24Z,
383206804,BEATITUDES ENTERPRISE INC,% FELTON T KING,PO BOX 2519,DETROIT,MI,48202-0519,0,3,3,1000,200409,1,16,0,1,1,201312,1,3,1,0,12,210,93690,93690,P70,
383207971,FRIENDS U NEED INC,% TIMOTHY KANE,19633 CAMERON ST,DETROIT,MI,48203-1306,0,3,3,1000,199508,1,15,995328000,1,1,201409,0,0,2,0,9,0,0,0,O50,
383208175,MT CARMEL BAPTIST CHURCH,% ANN WOODLAND,7432 OAKLAND ST,DETROIT,MI,48211-1352,0,3,3,7000,200210,1,10,0,1,1,,0,0,6,0,12,,,,X21,
383209556,MERCY EDUCATION PROJECT,,1450 HOWARD ST,DETROIT,MI,48216-1917,0,3,3,2000,199605,1,15,994149000,1,1,201406,6,6,1,0,6,1371280,1039069,980411,B99,
383210177,MACK ALIVE,,3746 FISCHER ST,DETROIT,MI,48214-1206,0,3,3,1000,201208,1,15,994573000,1,1,201312,3,4,0,0,12,94064,193394,193394,F20,
383210340,EMPRESA INC,% MANUEL VEGA,9301 MICHIGAN AVE,DETROIT,MI,48210-2038,0,2,3,1000,199609,2,0,912000000,1,1,201406,6,4,1,0,6,1235463,299580,299580,,
383211550,UAW-GM CENTER FOR HUMAN RESOURCES,% RAY COUGHLIN,200 WALKER ST,DETROIT,MI,48207-4229,0,5,3,3000,199503,2,0,566000000,1,1,201312,9,9,1,0,12,109250556,55730383,54991032,,
383211653,EASTSIDE COLTS PARENTS CLUB,% ROY HOELSCHER,7737 KERCHEVAL ST,DETROIT,MI,48214-2437,0,3,3,1000,199906,1,16,0,2,1,201212,0,2,2,0,12,0,21744,21744,N65,
383212925,GERMAN AMERICAN CHAMBER OF COMMERCE OF THE MIDWEST-MICHIGAN CHAPTER,% BRUCE THELEN,500 WOODWARD AVE STE 4000,DETROIT,MI,48226-5403,0,6,3,3000,201307,2,0,200000000,1,1,201012,3,3,1,0,12,84631,96725,96725,S41,
383213534,MICHIGAN APPELLATE BENCH BAR CONFERENCE FOUNDATION,,500 GRISWOLD ST STE 2825,DETROIT,MI,48226-4467,0,3,3,2000,199706,1,15,995205000,1,1,201312,4,4,1,0,12,100516,106450,106450,I50,
383216173,BRIC-O,% BETTIE MILTON,616 ELIOT ST,DETROIT,MI,48201-2169,0,4,3,1000,201410,2,0,0,5,1,201012,1,2,2,0,12,300,12505,12005,S21,
383216213,MICHIGAN OHIO JET ALUMNI ASSOCIATION,% JET PROGRAM COORD JAPAN CONSULATE,400 RENAISSANCE CTR STE 1600,DETROIT,MI,48243-1604,0,3,3,2000,199909,1,15,998000000,1,1,201412,0,0,2,0,12,0,0,0,B99,MICHIGAN OHIO JET ALUMNI ASSOC
383216583,ORDER OF THE FISHERMEN MINISTRY HEAD START PROGRAM INC,,10025 GRAND RIVER AVE,DETROIT,MI,48204-2039,0,3,3,2000,199505,1,11,30000000,1,1,201306,4,7,1,0,6,475170,5881540,5881540,B21Z,
383217164,HOUSE OF PRAYER AND PRAISE,,16520 WYOMING ST,DETROIT,MI,48221-2849,0,3,3,7000,199509,1,10,1000000,1,1,200212,6,5,6,0,12,,,,X20Z,
383218138,BETHANY PRESBYTERIAN MANOR,,8787 14TH ST,DETROIT,MI,48206-2203,0,3,3,1000,199511,1,16,995382000,1,1,201406,6,4,1,0,6,2474586,478292,478292,L22,
383220348,GODS GRACE OUTREACH MINISTRIES CHURCH OF GOD IN CHRIST,% CARL GRAHAM,12915 E MCNICHOLS RD,DETROIT,MI,48205-3315,0,3,3,7000,199903,1,10,0,1,1,,0,0,6,0,12,,,,X20,
383220398,FRIENDS OF FIRST CONGREGATIONAL FOUNDATION INC,% FIRST CONGREGATIONAL CHURCH OF,33 E FOREST AVE,DETROIT,MI,48201-1813,0,3,3,1000,199502,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O99,
383223037,WOMENS THOU ARE SET FREE MINISTRIES,% WOMANTHOU ART SET FREE MINISTRIES,20013 SOUTHFELD FWY,DETROIT,MI,48235-2278,0,3,3,1000,199801,1,15,994029000,1,1,201212,0,0,2,0,12,0,0,0,P32,
383223709,DFFA BURN FUND INC,% DETROIT FIRE FIGHTERS ASSOCIATION,333 WEST FORT STREET,DETROIT,MI,48226-3154,0,3,3,1000,199603,1,15,994160000,1,1,201411,2,3,1,0,11,16819,58035,51394,P20,
383224926,BRUNETTES ADULT RESIDENTIAL CARE FACILITY,,21621 LYNDON ST,DETROIT,MI,48223-1933,0,3,3,1000,199507,1,16,995160000,1,1,201309,1,4,1,0,9,1,487670,487670,B90,
383225136,MICHIGAN STATE COUNCIL OF SENIOR CITIZENS,% ELMER DUFF,2720 FENKELL UNIT 117,DETROIT,MI,48238-7702,0,4,3,3000,201207,2,0,575000000,1,1,201412,0,0,2,0,12,0,0,0,P81,
383226602,GODS ESTABLISHED FOUNDATION CHURCH OF GOD IN CHRIST,% DENNIS DONALD SR,13010 E 7 MILE RD,DETROIT,MI,48205-2220,0,3,3,7000,199904,1,10,998000000,1,1,,0,0,6,0,12,,,,X21,
383228044,YOUTH DEVELOPMENT COMMISSION,% DONNA G WILLIAMS,30 E CANFIELD ST,DETROIT,MI,48201-1804,0,3,3,1000,199505,1,15,297000000,1,1,201312,6,6,1,0,12,1448645,2764432,2764432,O50,
383229857,APOSTOLIC HOUSE OF JUDAH INC,% KENNETH L JONES,3451 BENITEAU ST,DETROIT,MI,48214-3516,0,3,3,7000,199510,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383231066,JEFFERSON EAST INC,% PAULETTE FOSTER,14628 E JEFFERSON AVE,DETROIT,MI,48215-2967,0,3,3,1000,199603,1,15,994402000,1,1,201309,4,5,1,0,9,228621,938759,937810,S20,
383232524,BAIT-UL-ISLAM,% JAKIR HUSSAIN,7826 KLEIN ST,DETROIT,MI,48211-1851,0,3,3,7000,201401,1,10,994004000,1,1,201112,3,2,6,0,12,93833,24680,24680,X40,
383233472,SIENA LITERACY CENTER,% MARY HEMMEN,16888 TRINITY ST,DETROIT,MI,48219-3968,928,3,9,7000,194603,1,10,31150120,5,1,,0,0,6,0,12,,,,,
383233529,ABYSSINIAN MISSIONARY BAPTIST CHURCH,% MELVIN BROOKS,22521 GRAND RIVER AVE,DETROIT,MI,48219-3112,0,3,3,7000,199610,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383233585,SHINDI ORGANIZATION INC,% SHINDI ORGANIZATION,19030 GALLAGHER ST,DETROIT,MI,48234-1606,0,3,3,2100,199710,1,15,994560000,1,1,201310,1,1,2,0,10,7216,7726,7726,P20,
383235146,HARPER AVENUE CHURCH OF GOD IN CHRIST,% JOHN BEVERLY,3740 JOS CAMPAU,DETROIT,MI,48207-0000,0,3,3,7000,199508,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383235640,ISLAMIC HEALTH & HUMAN SERVICES,,1249 WASHINGTON BLVD,DETROIT,MI,48226-1834,5213,3,9,7000,198304,1,10,1000000,1,1,,0,0,6,0,12,,,,,
383236159,U A W EMPLOYEES LEGAL SERVICES PLAN,% RAMONA ALLISON,200 WALKER ST,DETROIT,MI,48207-4229,0,9,3,1000,199801,2,0,265000000,2,1,201312,2,3,1,0,12,19339,83866,83866,,
383237239,REVELATION KNOWLEDGE CHURCH,% JUNIOR E ABRAHAM,5219 WAYBURN ST,DETROIT,MI,48224-3036,0,3,3,1000,199511,1,10,1000000,1,1,,0,0,6,0,6,,,,X20Z,
383237414,CHAPEL HILL NON-PROFIT HOUSING CORPORATION,% R LAMONT SMITH,4924 JOY RD,DETROIT,MI,48204-2226,0,3,3,1000,200104,1,16,0,1,1,201312,0,0,2,0,12,0,0,0,L20,
383238019,LIFE CHANGERS INTERNATIONAL MINISTRIES,% STACEY R FOSTER,14615 WYOMING ST,DETROIT,MI,48238-1730,1678,3,9,7000,196408,1,10,1002029,5,1,,0,0,6,0,12,,,,,
383238773,ST JOHNS HOLDINGS INC,% ALLEN H VIGNERON,1234 WASHINGTON BLVD,DETROIT,MI,48226-1894,928,3,9,7000,194603,1,10,1030150,5,1,201406,4,7,6,0,6,,,,,
383240485,TOTAL HEALTH CARE USA INC,,3011 W GRAND BLVD STE 1600,DETROIT,MI,48202-3000,0,4,3,3000,199801,2,0,164000000,1,1,201312,8,9,1,0,12,30934139,114873177,114873177,,
383240573,WOODS CATHEDRAL COGIC INC,,1945 WEBB ST,DETROIT,MI,48206-1283,0,3,3,7000,200405,1,10,0,1,1,,0,0,6,0,12,,,,X20,
383241705,GREATER ST STEPHEN FOOD PANTRY AND DISTRIBUTION CENTER,% LARRY ROBINSON,3952 DICKERSON ST,DETROIT,MI,48215-2584,5215,3,9,7000,198308,0,10,1000000,1,1,,0,0,6,0,12,,,,,
383244502,URBAN SOLUTIONS INC,% LORENZER FRAZIER,20130 CANTERBURY RD,DETROIT,MI,48221-1382,0,3,3,2100,199510,1,15,994349000,1,1,201312,0,0,2,0,12,0,0,0,B64Z,
383244740,JOSEPH W SAMUELS M D & CLARENCE E THOMPSON SCHOLARSHIP FUND INC,% JAMES WOMACK,2310 W MCNICHOLS RD,DETROIT,MI,48221-3120,0,3,3,1000,199510,1,4,994040000,1,1,201312,1,1,0,1,12,1109,1,,B82Z,
383245134,BIBLE PATHWAY MINISTRIES COCIC,% ALFRED & SHIRLEY PARHAM CLERGY,1439 E OUTER DR,DETROIT,MI,48234-1242,0,3,3,7000,199711,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383246366,HOLY REDEEMER PARISH,,1721 JUNCTION ST,DETROIT,MI,48209-2109,928,3,9,7200,194603,1,10,31150120,5,1,201009,0,0,6,0,12,0,0,0,P99,HOLY REDEEMER
383246609,KINGDOM GLOBAL COMMUNITIES INC,% KEVIN D BINION,18812 CHANDLER PARK DR,DETROIT,MI,48236-2124,0,3,3,7000,199702,1,10,1000000,1,1,201212,1,3,6,0,12,3820,54038,54038,X20Z,
383247723,EAST SIDE UNITY CHURCH OF GOD IN CHRIST MINISTRIES INC,,5357 MOUNT ELLIOTT ST,DETROIT,MI,48211-3122,0,3,3,7100,200005,1,10,0,1,1,,0,0,6,0,12,,,,X20,
383248862,LAMBDA CHI CHAPTER CHI ETA PHI SORORITY INC,% NUTRENA TATE,PO BOX 23661,DETROIT,MI,48223-0661,0,3,3,1000,199512,1,16,995036000,1,1,201405,4,3,1,0,5,103940,74430,74430,E70,
383250135,CONSUMERS POWER COMPANY NON-UNION WELFARE BENEFIT TRUST TO PROVIDE,% STATE STREET BANK & TRUST COMPANY,PO BOX 75000,DETROIT,MI,48275-0001,0,9,3,1000,199511,2,0,264000000,2,1,201312,9,9,1,0,12,288697564,100056497,65234549,,FOR RETIREE HEALTH CARE & OTHER
383250137,CONSUMERS POWER COMPANY UNION WELFARE TR TO PROVIDE FOR RETIREE,% STATE STREET BANK,PO BOX 75000,DETROIT,MI,48275-0001,0,9,3,1000,199511,2,0,268000000,2,1,201312,9,9,1,0,12,619103871,87202147,25982577,,BENEFITS
383250483,LAST DAYS MISSION OF CHRIST DELIVERANCE MINISTRY,% LOIS MERIDITH,1505 FORD ST,DETROIT,MI,48238-2951,0,3,3,7000,199710,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383250623,CONSUMERS POWER COMPANY NON-UNION WELFARE BENEFIT TRUST TO PROVIDE,% STATE STREET BANK,PO BOX 75000,DETROIT,MI,48275-0001,0,9,3,1000,199511,2,0,264000000,2,1,201312,8,7,1,0,12,20997760,7411771,7411771,,FOR RETIREE LIFE INSURANCE & OTHER
383251051,THE GILMOUR-JIRGENS FUND,% MARIAM C NOLAND,333 W FORT ST STE 2010,DETROIT,MI,48226-3134,0,3,3,1000,199509,1,17,602000000,1,1,201312,6,4,1,0,12,2706343,467623,242297,T30I,
383251827,CHARITY MOTORS INC,% MAURICE BANKS,10431 GRAND RIVER AVE,DETROIT,MI,48204-2005,0,3,3,1000,199607,1,15,994560000,1,1,201312,6,8,1,0,12,2853647,10061910,6917111,T50,
383252560,DETROIT COMMUNITY INITIATIVE INC,% MICHAEL B FISHER,4777 E OUTER DRIVE STE 4353,DETROIT,MI,48234-3241,0,3,3,2100,199706,1,15,994402000,1,1,201312,1,4,1,0,12,2860,150454,150454,S20,
383252722,NORTHROP LOVING CARE INC,% ZATTIE YOUNG,17777 NORTHROP ST,DETROIT,MI,48219-2321,0,3,3,1000,199603,1,16,995166000,1,1,201209,2,4,1,0,9,19819,200977,200977,P80,MS B S PLACE
383253281,BELMONT COMMUNITY COUNCIL INC,% ELIZABETH STOKES,15771 LAUDER ST,DETROIT,MI,48227-2630,0,3,3,1000,201404,1,15,402000000,1,1,,0,0,2,0,1,,,,L99,
383255193,GLORIOUS HANDS INC,% EVONE BUTLER,12716 WOODMONT AVE,DETROIT,MI,48227-1290,0,3,3,1000,201404,1,16,120040000,1,1,,0,0,2,0,12,,,,P99,
383256536,BETHLEHEM TEMPLE CHURCH OF DETROIT,% BRENDA WALLER,PO BOX 13469,DETROIT,MI,48213-0469,0,3,3,7000,200311,1,10,0,1,1,,0,0,6,0,12,,,,X20,
383256786,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% KIM GEROMIN,8000 E JEFFERSON AVE,DETROIT,MI,48214-3963,427,5,9,3000,0,0,0,261266279,5,1,201312,4,4,1,0,12,240852,159873,159873,,UAW REGION 1-D CAP
383256787,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% KIM GEROMIN,8000 E JEFFERSON AVE,DETROIT,MI,48214-3963,427,5,9,3000,194206,0,0,0,5,1,201312,4,4,1,0,12,137324,240002,240002,,UAW REGION 1-C CAP
383256790,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% KIM GEROMIN,8000 E JEFFERSON AVE,DETROIT,MI,48214-3963,427,5,9,3000,194206,0,0,0,5,1,201312,4,4,1,0,12,128062,328909,328909,,UAW REGION 1-A CAP
383256791,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% KIM GEROMIN,8000 E JEFFERSON AVE,DETROIT,MI,48214-3963,427,5,9,3000,194206,0,0,0,5,1,201312,4,4,1,0,12,318182,440979,440979,,UAW REGION 1 CAP
383257060,COMMUNITIES IN SCHOOLS OF DETROIT INC,,5575 CONNER ST STE 205,DETROIT,MI,48213-6401,0,3,3,1000,199609,1,15,994408000,1,1,201306,5,6,1,0,6,939436,2097581,2097581,S80,
383257457,LOVE JOY CHURCH,% WILLIE WALKER JR,17801 GREELEY ST,DETROIT,MI,48203-2409,0,3,3,7000,199810,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383257486,NEW LIFE EXPERIENCE CHRISTIAN CENTER,% CHRISTOPHER TURNER,17172 WYOMING ST,DETROIT,MI,48221-2452,0,3,3,7000,199511,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383258345,LUTHERAN HOUSING CORPORATION-MONROE,% CARL E THOMAS,8131 E JEFFERSON AVE,DETROIT,MI,48214-2610,9386,3,9,7000,198704,1,10,1000000,5,1,201412,6,6,1,0,12,3647625,1109649,1109649,L200,
383259138,LADY LONDEN WINTERS MINISTRIES,% JANET BRADLEY,8316 DEXTER AVE,DETROIT,MI,48206-2343,0,3,3,7000,199703,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383259358,QUALITY BEHAVIORAL HEALTH INC,% NAVEED SYED,751 E GRAND BLVD 101,DETROIT,MI,48207-2529,0,3,3,1000,199810,1,12,166000000,1,1,201409,6,6,1,0,9,4283588,3118901,3118901,E20Z,
383259811,WORD OF TRUTH CHRISTIAN CENTER INC,% BAYNARD DINKINS,17411 SAN JUAN DR,DETROIT,MI,48221-2685,0,3,3,7000,199604,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383259924,DETROITERS WORKING FOR ENVIRONMENTAL JUSTICE,,4750 WOODWARD AVE STE 417,DETROIT,MI,48201-1300,0,3,3,1000,199611,1,15,994379000,1,1,201309,4,6,1,0,9,460266,1370447,1370447,E50,
383260389,GOD LAND UNITY,% RONALD D COLEMAN SR,22450 SCHOOLCRAFT,DETROIT,MI,48223-2554,2062,3,9,2700,197002,1,10,59029000,5,1,,0,0,6,0,12,,,,X20Z,
383260596,MISSION OF MERCY MINISTRIES,% ROSE L KIRK-JONES,PO BOX 14728,DETROIT,MI,48214-0728,0,3,3,1700,199805,1,10,1000000,1,1,,0,0,6,0,12,,,,X99Z,
383260651,NEW BIRTH CHRISTIAN FELLOWSHIP,% REV ROBERT JACKSON SR,13114 FENKELL ST,DETROIT,MI,48227-4071,0,3,3,7000,199811,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383261354,SOLID ROCK ASSEMBLY OF GOD,% NORFLETTE SHUMAKE,14273 E 7 MILE RD,DETROIT,MI,48205-2444,1678,3,9,7000,196408,1,10,1002029,5,1,,0,0,6,0,3,,,,,
383261371,MABLE AND RAY PETERSEN MASTER CRAFTMANS SCHOLARSHIP TRUST,% COMERICA BANK AGENT,PO BOX 75000,DETROIT,MI,48275-7874,0,3,3,1000,199602,1,4,602000000,2,1,201409,4,2,0,1,9,242422,14654,,T22I,
383261552,HOUSE OF JESUS APOSTOLIC FAITH CHURCH,% JAMES BOWMAN BISHOP,4721 28TH ST,DETROIT,MI,48210-2689,1861,3,9,7000,196704,1,10,1000000,5,1,,0,0,6,0,8,,,,,
383261794,ONE OF US INC,% CARRIE L LEZOTTE,1395 ANTIETAM AVE APT 41,DETROIT,MI,48207-2873,0,3,3,1000,199604,1,15,994408000,1,1,201312,3,4,1,0,12,26661,197938,197938,B99,
383262952,GRACE FELLOWSHIP MISSIONARY BAPTIST CHURCH,% WILLIE JACKSON,265 E BALTIMORE ST,DETROIT,MI,48202-3203,0,3,3,7000,199707,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383263175,JAMAICAN ASSOCIATION OF MICHIGAN,% ELAINE JENKINS,PO BOX 44593,DETROIT,MI,48244-0593,0,3,3,1000,199903,1,16,0,1,1,201312,0,0,2,0,12,0,0,0,P84,
383264078,FAITH MINISTRIES CHURCH OF GOD IN CHRIST,% COLUMBUS T MANN JR,14524 WYOMING ST,DETROIT,MI,48238-1731,0,3,3,7000,200311,1,10,0,1,1,,0,0,6,0,12,,,,X20,
383264400,SAVING GRACE MINISTRIES,% MARY E HARPER,15333 GRIGGS ST,DETROIT,MI,48238-1655,0,3,3,7000,199802,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383264402,BLESSED COMMUNITY BAPTIST CHURCH,% WILLIAM C REECE JR,3965 KENSINGTON AVE,DETROIT,MI,48224-2767,0,3,3,7000,199702,1,10,1000000,1,1,,0,0,6,0,12,,,,X20Z,
383267874,THE SIBLEY HOUSE FUND,,960 E JEFFERSON AVE,DETROIT,MI,48207-3102,0,3,3,7000,199603,1,17,4000000,1,1,,0,0,13,0,12,,,,S20Z,
383267875,JAMES AND GRACE LEE BOGGS CENTER TO NURTURE COMMUNITY LEADERSHIP,% MS GRACE BOGGS,3061 FIELD ST,DETROIT,MI,48214-1783,0,3,3,1200,199610,1,15,994429000,1,1,201312,3,3,1,0,12,33663,65233,41459,O50,
383268237,ALL GODS PEOPLE CONGREGATION MINISTRIES,% WILLIE J RIDEOUT,18030 WALTHAM ST,DETROIT,MI,48205-2661,0,3,3,7000,199905,1,10,0,1,1,,0,0,6,0,12,,,,X21,
383269107,VETERANS OF FOREIGN WARS DEPT OF MICHIGAN,,PO BOX 27102,DETROIT,MI,48227-0102,788,19,9,1000,194502,1,0,566000000,1,1,201312,4,3,1,0,12,218267,72233,72233,,DIST 4 2233 JAMES EUROPE
383269155,CONSUMERS POWER CO UNION WELFARE RETIREE LIFE INS BENEFIT VEBA TR,% CONSUMER POWER COMPANY,PO BOX 75000,DETROIT,MI,48275-0001,0,9,3,1000,199606,2,0,268000000,2,1,201312,7,6,1,0,12,6017203,1277643,1151199,,
383270084,REVELATION LUTHERAN CHRUCH,,6661 OAKMAN BLVD,DETROIT,MI,48228-4026,9386,3,9,7000,198704,4,10,0,1,1,,0,0,6,0,12,,,,,
383271818,VINEYARD POMEGRANTE LOCKS INCORPORATED,,15800 FENKELL ST,DETROIT,MI,48227-2309,0,3,3,1000,199607,1,4,994381000,1,1,200812,1,1,0,0,12,1,1,,L20Z,
383272236,CHILDRENS SCHOLARSHIP FUND OF DETROIT,,2701 W CHICAGO,DETROIT,MI,48206-1704,0,3,3,2000,199604,1,15,994040000,1,1,201306,4,5,1,0,6,229906,582692,582692,B82,
383273704,ACTS FULL GOSPEL BAPTIST CHURCH,% LEON GLOVER,PO BOX 27714,DETROIT,MI,48227-0714,0,3,3,7000,199812,1,10,1000000,1,1,,0,0,6,0,12,,,,X21Z,
383275349,KINGS HIGHWAY,,12626 E MCNICHOLS RD,DETROIT,MI,48205-3355,0,3,3,7000,200104,1,10,0,1,1,,0,0,6,0,12,,,,X21,
383276548,TABERNACLE OF FAITH MISSIONARY BAPTIST CHURCH,% GLADYS L ALEXANDER,21406 FENKELL ST,DETROIT,MI,48223-1511,0,3,3,7000,200005,1,10,0,1,1,,0,0,6,0,10,,,,X21,
383277120,SHARE WITH THE WORLD FOUNDATION,,1417 JOLIET PL,DETROIT,MI,48207-2802,0,3,3,1000,199710,1,4,560000000,1,1,201312,1,2,0,1,12,374,13146,,P20Z,
383277264,MOMS AND BABES TOO MSSP ISSP INC,% ALEASIA HALL,5716 MICHIGAN AVE STE B202,DETROIT,MI,48210-3039,0,3,3,1000,199908,1,16,0,1,1,201312,4,4,1,0,12,130674,478659,478659,P20,
383277460,RUN WITH THE VISION,% CARL LOWE,202 WESTMINSTER ST,DETROIT,MI,48202-1630,8100,3,9,7000,199603,1,10,1029000,1,1,,0,0,6,0,12,,,,,
383277537,JAMES AND CLEO HAMILTON FAMILY CHARITABLE TRUST,% JAMES L HAMILTON,758 LONGFELLOW ST,DETROIT,MI,48202-1564,0,3,3,1000,199603,1,4,29000000,2,1,201412,4,2,0,1,12,312602,24477,,T20Z,
