EIN,name
381418845,INTERNATIONAL MASONS
381420301,MICHIGAN ANTI CRUELTY SOCIETY
381426899,METROPOLITAN DET BUR OF SCH ST INC WAYNE STATE UNIVERSITY
381434230,EVANGELICAL LUTHERAN CHURCH IN AMERICA
381443368,GRANDALE PRESBYTERIAN CHURCH
381452682,PRESENTATION OUR LADY OF VICTORY PARISH
381456042,BETHEL AFRICAN METHODIST EPISCOPAL CHURCH
381459371,DETROIT RESCUE MISSION MINISTRIES GENESIS HOUSE I II III & OASIS
381459840,DETROIT UNITY TEMPLE
381464453,KNIGHTS OF COLUMBUS
381474904,BUSHNELL CONGREGATIONAL CHURCH
381490178,SS PETER AND PAUL RUSSIAN ORTHODOX CATHEDRAL
381497203,REDFORD LUTHERAN CHURCH
381505623,ST MARYS CHURCH
381515410,DETROIT GARDEN CENTER
381525161,PROVINCE OF ST JOSEPH OF THE CAPUCHIN ORDER INC
381532540,CHILDRENS AID SOCIETY
381532613,CREDIT UNIONS CHARTERED IN THE STATE OF MICHIGAN
381533940,ST JOHN EVANGELICAL LUTHERAN CHURCH
381539820,COMMUNITY SOCIAL SERVICES OF WAYNE COUNTY
381539993,DETROIT ARTISTS MARKET
381545905,CALVARY PRESBYTERIAN CHURCH OF DETROIT
381546280,IROQUOIS AVENUE CHRIST LUTHERAN CHURCH
381549833,ALPHA PHI ALPHA INC GAMMA LAMBDA EDUCATION FOUNDATION
381550064,COLLEGE FOR CREATIVE STUDIES
381550696,CREDIT UNIONS CHARTERED IN THE STATE OF MICHIGAN
381555040,ST JOHNS PRESBYTERIAN CHURCH
381555827,ADULT WELL-BEING SERVICES
381556347,CREDIT UNIONS CHARTERED IN THE STATE OF MICHIGAN
381557581,SALEM MEMORIAL LUTHERAN CHURCH
381561082,GRACE COMMUNITY CHURCH
381561622,INSTITUTE FOR ADVANCED PASTORAL STUDIES INC
381561624,NEIGHBORHOOD SERVICE ORGANIZATION
381566841,HOLY CROSS LUTHERAN CHURCH
381567740,ARC DETROIT
381568362,EVERGREEN LUTHERAN CHURCH
381575302,GREENFIELD PEACE LUTHERAN CHURCH
381575570,WORLD MEDICAL RELIEF INCORPORATED
381578217,YORK RITE SOVEREIGN COLLEGE OF NORTH AMERICA
381587001,METROPOLITAN DETROIT AFL-CIO COUNCIL
381598947,GIRL SCOUTS OF SOUTHEASTERN MICHIGAN
381600700,FRIENDSHIP BAPTIST CHURCH
381601530,KUNDIG CENTER
381602801,METROPOLITAN AFFAIRS COALITION
381606620,TABERNACLE BAPTIST CHURCH
381607540,CALVARY BAPTIST CHURCH INC
381613280,BARBARA ANN KARMANOS CANCER INSTITUTE
381613320,ELIM BAPTIST CHURCH
381616360,METROPOLITAN BAPTIST CHURCH OF DETROIT
381617820,SAINT PHILIP LUTHERAN CHURCH
381617920,BEREA LUTHERAN CHURCH
381623700,CHRISTIAN METHODIST EPISCOPAL CHURCH
381627081,DON BOSCO HALL
381641161,PEOPLES COMMUNITY SERVICES OF
381643182,AMERICAN CIVIL LIBERTIES UNION
381650980,LELAND BAPTIST CHURCH
381651560,ST STEPHEN EVANGELICAL LUTHERAN CHURCH
381660740,METROPOLITAN AFRICAN METHODIST EPISCOPAL ZION CHURCH
381671340,WOODWARD AVENUE BAPTIST CHURCH & SOCIETY TRUST
381671500,SOUTHEASTERN MICHIGAN HEALTH ASSOCIATION
381674440,ST JOSAPHATS R C CHURCH
381675780,SKILLMAN FOUNDATION
381681020,DETROIT FIREMENS FUND ASSOCIATION FOR THE RELIEF OF DISABLED FIREMEN
381683840,PEOPLES COMMUNITY CHURCH
381683860,GREATER DETROIT AGENCY FOR THE BLIND AND VISUALLY IMPAIRED
381688881,MESSIAH BAPTIST CHURCH
381689560,CROSS OF GLORY LUTHERAN CHURCH
381689662,MILLAN THEATRE COMPANY
381694281,ST ANDREW REDEEMER LUTHERAN CHURCH
381705560,METROPOLITAN CHURCH OF GOD
381710160,HARVEST CHRISTIAN CHURCH
381713923,OPEN DOOR RESCUE MISSION
381715460,THE ADULT PSYCHIATRIC CLINC
381723761,GREATER NEW MT MORIAH BAPTIST CHURCH
381724101,NEW BETHEL BAPTIST CHURCH
381734902,RESURRECTION LUTHERAN CHURCH
381737736,HOLY CROSS COUNCIL BUILDING ASSOCIATION INC
381740860,NEW LIBERTY BAPTIST CHURCH
381752961,NORTHEAST GUIDANCE CENTER
381753580,LIBERTY TEMPLE EVANGELICAL CHURCH INC
381753900,FRIENDS SCHOOL IN DETROIT
381775564,MILITARY AVENUE EPC
381790921,WALDORF SCHOOL ASSOCIATION OF MICHIGAN
381797800,CHARITY LUTHERAN CHURCH
381797940,LIFE CHALLENGE OF SOUTHEASTERN MICHIGAN
381799320,MT OLIVE LUTHERAN CHURCH
381799606,FREE LEGAL AID CLINIC INC
381800120,BETHANY CHRISTIAN CHURCH
381801894,UNIVERSAL LIBERTY IN CHRIST TEMPLE
381804707,DEXTER AVENUE BAPTIST CHURCH
381806222,GREATER NEW MT MORIAH BAPTIST CHURCH
381818068,WAYNE COUNTY NEIGHBORHOOD LEGAL SERVICES
381818752,BOOKER T WASHINGTON BUSINESS ASSOCIATION
381841992,FELLOWSHIP CHAPEL
381844791,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
381844998,MT CALVARY MISSIONARY BAPTIST CHURCH
381845857,FRANKLIN-WRIGHT SETTLEMENTS INC
381853374,UNITED HEALTH ORGANIZATION
381860313,FEDERATION OF YOUTH SERVICES
381863347,GRACIOUS SAVIOUR EVANGELICAL LUTHERAN CHURCH
381865461,TRIED STONE BAPTIST CHURCH
381870033,DETROIT BAR ASSOCIATION FOUNDATION
381876197,CREDIT UNIONS CHARTERED IN THE STATE OF MICHIGAN
381876353,BETHANY BAPTIST CHURCH
381876473,EVANGEL ECHOS CHURCH OF THE AIR INC
381880861,ST MARON CATHOLIC CHURCH
381882096,MUSEUM OF AFRICAN AMERICAN HISTORY
381884431,MICHIGAN SOCIETY OF ARCHITECTS
381892670,LATIN AMERICANS FOR SOCIAL AND ECONOMIC DEVELOPMENT INC
381896292,COMMUNICATION WORKERS OF AMERICA
381898269,MICHIGAN CONFERENCE OF THE AMERICAN ASSOC OF UNIVERSITY PROFESSORS
381900640,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
381900942,LUTHERAN CAMPUS COUNCIL OF WAYNE OAKLAND & MACOMB COUNTIES
381906678,AMALGAMATED TRANSIT UNION BUILDING CORPORATION DIVISION 26
381907659,METROPOLITAN ARTS COMPLEX INC
381909860,LIBERIAN ASSOCIATION OF MICHIGAN
381914943,NATIONAL LAWYERS GUILD DETROIT CHAPTER INC
381915092,INTERNATIONAL BROTHERHOOD OF TEAMSTERS
381915117,AMERICAN FEDERATION OF TEACHERS 2000 WAYNE COUNTY COMMUNITY
381917278,SELF HELP ADDICTION REHABILITATION SHAR
381941576,BUSINESS LEADERS FOR MICHIGAN
381947263,ELMHURST HOME INC
381948051,NEW MT SINAI BAPTIST CHURCH INC OF DETROIT MICHIGAN
381948285,FOCUS HOPE
381949379,THE GOODWILL COMMUNITY CHAPEL
381956049,MICHIGAN BASIC PROPERTY INSURANCE ASSOCIATION
381959211,CHILDRENS VILLAGE INTERNATIONAL CENTERS INC
381963640,SICKLE CELL DISEASE ASSOCIATION OF AMERICA MICHIGAN CHAPTER INC
381963998,RICHTON HOME INC
381964012,BLACK UNITED FUND OF MICHIGAN INC
381969682,DETROIT POLICE LIEUTENANTS & SERGEANTS ASSOCIATION
381970468,ST CECILIA PARISH
381978469,NARDIN PARK RECOVERY CENTER INC
381978679,CATHEDRAL OF FAITH
381981715,INTERNATIONAL VISITORS COUNCIL OF METROPOLITAN DETROIT INC
381986574,DETROIT CENTRAL CITY COMMUNITY MENTAL HEALTH INC
381988679,LATINO FAMILY SERVICES INC
381988927,DETROIT URBAN LUTHERAN SCHOOL
381989030,VETERANS OF FOREIGN WARS DEPT OF MICHIGAN
381991804,PENCIL PALACE DAY CARE NURSERY
381996723,PRESBYTERY OF DETROIT
382001102,DELRAY UNITED ACTION COUNCIL
382004510,CHRISTIAN METHODIST EPISCOPAL CHURCH
382008890,THE WELLNESS PLAN
382012610,LABORERS INTERNATIONAL UNION OF NORTH AMERICA
382018957,TOTAL HEALTH CARE INC
382019397,MUSIC HALL CENTER FOR THE PERFORMING ARTS INC
382019685,NEW LIGHT BAPTIST CHURCH NURSING HOME INC
382019718,VETERANS AFFAIRS MEDICAL CENTER LOCAL 933 AMERICAN FEDERATION OF
382020044,METRO-EAST DRUG TREATMENT CENTER
382021780,AMERICAN FEDERATION OF TEACHERS
382024105,AMERICAN POSTAL WORKERS UNION
382026612,WAYNE CENTER
382030679,PAYNE PULLIAM SCHOOL OF TRADE AND COMMERCE INC
382031638,UNITE HERE
382035355,NEW ST LUKE MISSIONARY BAPTIST CHURCH OF DETROIT
382036469,OPERATION GET DOWN COMMUNITY RESEARCH PROJECTS
382038452,CHURCH OF THE HOLY SPIRIT
382042021,SOUTHWEST COUNSELING SOLUTIONS INC
382048961,LEWIS COLLEGE OF BUSINESS
382052726,MICHIGAN OPERA THEATRE
382056072,DETROIT EAST INC
382056762,MOTOR CITY THEATRE ORGAN SOCIETY INC
382076522,NEIGHBORHOOD LIVING INC
382076724,CASS COMMUNITY UNITED METHODIST CHURCH AND CENTER
382080820,SER-METRO-DETROIT JOBS FOR PROGRESS INC
382086056,LITTLE ROCK MISSIONARY BAPTIST CHURCH
382086943,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382088332,WEST 7 MILE CONGREGATIONAL CHURCH OF GOD IN CHRIST
382088684,WOMENS JUSTICE CENTER
382091880,SECOND CANAAN MISSIONARY BAPTIST CHURCH
382092262,AMERICAN POLISH ENGINEERING ASSOCIATION
382092978,GOSPEL MUSIC WORKSHOP OF AMERICA INC
382093250,WELCOME MISSIONARY BAPTIST CHURCH OF DETROIT
382094126,WARREN AVE BAPTIST CHURCH
382095290,DAUGHTERS OF ISIS OF NORTH & SOUTH AMERICA
382097515,NEW PROVIDENCE BAPTIST CHURCH
382100939,METRO HEALTH FOUNDATION
382101512,ORIGINAL CHURCH OF GOD
382108024,UNITY TEMPLE OF THE APOSTOLIC FAITHS
382108889,THE GREATER GRACE DAY CARE CENTER INC
382110760,LOOKING GLASS TERRACE
382112602,GOVERNMENT ADMINISTRATORS ASSOCIATION
382112833,AMERICAN FEDERATION OF TEACHERS
382114724,EDUCATIONAL & CHARITABLE FD ETA PHI BETA SORITY INC GRAND CHAPTER
382115226,NEW LIBERTY APOSTOLIC FAITH CHURCH
382118893,SECOND SWEET HOME MISSIONARY BAPTIST CHURCH
382119027,CHILDRENS HOSPITAL OF MICHIGAN AUXILIARY
382119456,MOTOR CITY MISS B C
382119458,NEW WESTSIDE CENTRAL BAPTIST CHURCH
382119459,PINE GROVE MISSIONARY BAPT CHURCH
382119695,SONORA MISSIONARY BAPTIST CHURCH
382120860,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382122966,EAST ENGLISH VILLAGE ASSOCIATION
382124007,CANTERBURY AT MICHIGAN STATE UNIVERSITY
382125144,CARSONS ADULT FOSTER CARE INC
382126417,SWEET KINGDOM MISSIONARY BAPTIST CH URCH
382127301,APOSTOLIC FAITH CHURCH OF LOVE
382127313,ST MATTHEWS CHURCH OF DIVINITY SCIENCE
382127818,PEDDY PLAYERS COMMUNITY THEATRE GROUP
382127946,DETROIT NEUROSURGICAL FOUNDATION
382128767,DETROIT POLICE OFFICERS DEATH BENEFIT PLAN
382129338,IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD
382129377,OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION
382130491,GREATER KING SOLOMON BAPTIST CHURCH
382130939,LOVE TABERNACLE NON-DENOMINATIONAL CHURCH
382131780,UNITED TEMPLE CHURCH OF GOD IN CHRIST
382132136,GENERAL MOTORS FOUNDATION INC
382133704,MORNINGSIDE
382133908,WOLVERINE STATE MISSIONARY BC NEW GENERATION TEMPLE
382134035,UNIVERSITY CULTURAL CENTER ASSOCIATION
382136126,GETHSEMANE APOSTOLIC CHURCH OF GOD
382136488,MARINERS INN
382138661,JOY OF JESUS INC
382139575,GOSPEL MISSION-AGAPE FELLOWSHIP
382140654,ORDER OF THE FISHERMAN MINISTRY
382142140,UNITED COMMUNITY HOUSING COALITION
382143042,ACTS IN COMMON
382143122,ETHEL AND JAMES FLINN FOUNDATION
382144518,ALBERT KAHN ASSOCIATED ARCHITECTS AND ENGINEERS FOUNDATION
382145289,ST JOHN BAPTIST CHURCH OF DETROIT INC
382146542,NORTHWEST CHURCH OF CHRIST
382147317,OLIVET EVANGELICAL LUTHERAN CHURCH
382147477,IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD
382147618,TENNESSEE MISSIONARY BAPTIST CHURCH
382147622,FAITH TEMPLE BAPTIST CHURCH
382148261,APOSTOLIC WAY - CHURCH OF GOD
382148456,NARDIN PARK COMMUNITY CHURCH
382150470,VIRGINIA PARK COMMUNITY INVESTMENT ASSOCIATES INC
382151695,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382151698,CHURCH OF OUR FATHER BAPTIST
382154991,FLOWERY MOUNT BAPTIST CHURCH
382155505,FAIR HOUSING CENTER OF METROPOLITAN DETROIT
382155747,CORNERSTONE VILLAGE INC
382155995,LEGACY HVH
382156255,GLEANERS COMMUNITY FOOD BANK INC
382156895,BANKS OF JORDAN MISSIONARY BAPT CHURCH
382157559,BARTON MCFARLANE NEIGHBORHOOD ASSOCIATION AND ITS AFFILIATED
382158292,SECOND MT CARMEL MISSIONARY BAPTIST CHURCH
382158299,ELEVATION FELLOWSHIP TEMPLE OF LIGHT INC
382164698,CHRISTIAN METHODIST EPISCOPAL CHURCH
382166724,GREATER TRUE LOVE BAPTIST CHURCH
382166944,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES
382168419,UNIVERSAL TABERNACLE OF GOD INC
382169114,COMMUNITY PILGRIM MORAN BAPTIST CHURCH
382169127,PRAYER TEMPLE MISSIONARY BAPTIST CHURCH INC
382169131,ST MATTHEW MISSIONARY BAPTIST CHURCH
382172629,DETROIT SOCIETY FOR GENEALOGICAL RESEARCH INC
382174124,TRINITY DELIVERANCE CHURCH
382177131,CHURCH OF UNIVERSAL FREEDOM STATION
382177134,CHURCH OF DIVINE COSMIC POWER
382178764,YORKSHIRE WOODS COMMUNITY ORGANIZATION
382178791,DETROIT FIRE DEPARTMENT MUTUAL BENEFIT FUND
382180539,MASJIDUN-NUR OF NORTH EAST DETROIT
382182301,POSITIVE IMAGES
382182406,RONALD MCDONALD HOUSE CHARITIES OF SOUTHEASTERN MICHIGAN INC
382187768,ST JOSEPH TABERNACLE CHURCH INC C O G I C
382190830,NATIONAL BLACK NURSES ASSOCIATION INC
382191222,PAUL THE APOSTLE LUTHERAN CHURCH
382191690,CHRISTIAN LOVE MISSIONARY BAPTIST CHURCH
382191921,CHURCH OF THE NEW COVENANT BAPTIST OF DETROIT
382192028,DETROIT ECONOMIC GROWTH CORP
382192266,THIRD NEW HOPE BAPTIST CHURCH
382194662,KADESH MISSIONARY BAPTIST CHURCH
382194665,WAYNE STATE UNIVERSITY EPISCOPAL MISSION INC
382195112,TAU GAMMA DELTA SORORITY INC
382198798,DETROIT ASSOCIATION OF WOMENS CLUB INC
382199088,TREE OF LIFE CHURCH MISSIONARY BAPTIST
382203490,DETROIT TEMPLE OF THE INTERNATIONAL SOCIETY FOR KRISHNA
382204857,REBIRTH INC
382206621,LABOR EDUCATION & RESEARCH PROJECT
382206623,L MUSLIMUN INCORPORATED
382207056,NEW PROSPECT MISSIONARY BAPTIST CHURCH
382209591,GRACE COMMUNITY CHURCH OF DETROIT
382210896,COMMUNITY OUTREACH SERVICES CORPORATION
382214509,AND GOD SAID TREE OF LIFE CHRISTIAN CHURCH END TIME MINISTRIES INC
382216317,SIGMA PI HOUSE CORPORATION OF KAPPA DELTA SORORITY
382219688,FOURTH STREET CENTER INC
382220004,PRO MUSICA OF DETROIT INC
382227338,HOLY CROSS MISSIONARY BAPTIST CHURCH
382227802,THE SILVER STAR MISSIONARY BAPTIST CHURCH
382229106,ABIGAIL CHAPTER 4 ORDER OF THE EASTERN STARS
382230330,APOSTLE PAUL MISSIONARY BAPTIST CHURCH INC
382230539,IKEBANA INTERNATIONAL DETROIT CHAPTER
382232965,INTERNATIONAL ASSOCIATION OF LIONS CLUBS
382234530,GREATER SONORA MISSIONARY BAPTIST CHURCH SOARING EAGLE MINISTRIES
382241546,GREATER MT ZION MISSIONARY BAPTIST CHURCH
382241674,YONDOTEGA CLUB
382242827,HEALTH ALLIANCE PLAN OF MICHIGAN
382243271,ALPHA & OMEGA REFORMED MISSIONARY BAPTIST CHURCH
382244694,MICHIGAN BENEVOLENT SOCIETY OF CHRISTIAN ACTIVITIES
382246048,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
382248118,ALICE KALES HARTWICK FDN
382248479,BLACK FAMILY DEVELOPMENT INC
382249113,UNITED CHRISTIAN CHURCH
382252958,CHURCH OF THE MESSIAH HOUSING CORP
382253741,FAITH MOTIVATION MISSIONARY BAPTIST CHURCH
382253933,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
382253950,METROPOLITAN BAPTIST CHURCH NON PROFIT HOUSING CORPORATION
382255529,HOSPICE OF MICHIGAN INC
382258829,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382260991,MT SINAI HOUSE OF PRAYER
382261770,HEAVENLY LIGHT CHURCH OF DELIVERANCE
382262287,SOUTHWEST DETROIT BUSINESS ASSOCIATION INC
382265093,CARVER CAMP OF METROPOLITAN MISSIONARY BAPTIST DISTRICT
382265494,APOSTOLIC REFUGE TEMPLE
382266119,METROPOLITAN CHILDREN AND YOUTH INC
382268620,FRIENDS OF NEW CENTER ACADEMY - IN THE WALDORF TRADITION
382268762,LOUISIANA HOME INC
382269016,DETROIT ASSOCIATION OF BLACK ORGANIZATIONS
382269638,LAKEVIEW FARMS MISSION
382270440,SONS OF GOD SANCTUARY
382270574,CARIBBEAN CARNIVAL COMMITTEE OF DETROIT
382271575,NEW CENTER FOUNDATION
382274339,LIFE ORGANIZATION
382277840,PEWABIC SOCIETY INC
382278101,MEDIATION TRIBUNAL ASSOCIATION INC
382280534,NEW MT PISGAH MISSIONARY BAPTIST CHURCH
382282236,NEW CENTER COMMUNITY MENTAL HEALTH SERVICES
382282665,JESUIT VOLUNTEER CORPS MIDWEST INC
382283669,NEW BREED CHRISTIAN CENTER
382284966,DELTA SIGMA THETA SORORITY
382285133,MICHIGAN FEDERATION OF AFSA LOCALS AFL-CIO
382290126,FRED HART WILLIAMS GENEALOGICAL SOCIETY
382290999,INTERNATIONAL UN UNITED AUTO AERO & AGRI WORKERS OF AMER STAFF COUNCIL
382291002,CALVARY A M E ZION CHURCH OF DETROIT MICHIGAN
382292187,MICHIGAN MINORITY PURCHASING COUNCIL MMSDC
382292455,GREATER DETROIT COMMUNITY OUTREACH CENTER INC
382293305,FAITH PRAYER AND HEALING TEMPLE MISSIONARY CHURCH
382295929,PURITAN STREET CHURCH OF CHRIST INC
382296203,SHALOM FELLOWSHIP INTL
382298435,CONTEMPORARY ART INSTITUTE OF DETROIT
382300677,MT ZION CHURCH OF DELIVERANCE
382302468,MT PLEASANT MISSIONARY BAPTIST CHURCH INCORPORATED
382303810,TEAMSTERS FOR A DEMOCRATIC UNION
382304653,FIRST LATIN-AMERICAN BAPTIST CHURCH
382305699,BROTHERHOOD COMMUNITY BAPTIST CHURCH OF DETROIT
382306176,CHILDRENS HOSPITAL OF MICHIGAN MEDICAL STAFF FUND
382308095,KIWANIS INTERNATIONAL INC
382309414,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382310879,PRAYER CHAPEL CHURCH OF GOD IN CHRIST
382311012,STRAIGHT-GATE CHURCH INC
382311813,VIP MENTORING INC
382314925,THE MINISTRY
382315499,GREATER MT EVERETT CHURCH OF GOD IN CHRIST
382315607,CORKTOWN HISTORICAL SOCIETY INC
382315961,ST PAUL CUMBERLAND PRESBYTERIAN CHURCH
382318249,COMMUNICATION WORKERS OF AMERICA
382320421,DETROIT AREA AGENCY ON AGING
382320476,LEGACY DRH-UHC
382321437,GALILEE MISSIONARY BAPTIST CHURCH
382322114,STONE KINGDOM CHRISTIAN CHURCH
382322131,NEW BETHEL FREE WILL BAPTISTCHURCH
382323409,WILLIAMS COMMUNITY LIVING INC
382323854,IMMANUEL HOUSE OF PRAYER
382324079,YORK RITE CHARITABLE FUND
382324335,SOUTHWEST HOUSING SOLUTIONS CORPORATION
382332775,INFORMATION FACTORY INC
382334868,COMMUNITY CHRISTIAN FAITH CHURCH
382336309,COMMUNITY ASSISTANCE PROGRAM INCORP
382337797,BIBLE STANDARD CHURCH OF GOD
382338506,BLUE CROSS AND BLUE SHIELD OF MICHIGAN FOUNDATION
382339613,ROSA L PARKS SCHOLARSHIP FOUNDATION INC
382341369,SOUTHWESTERN CHURCH OF GOD
382342387,PEACE OF CHRIST COMMUNITY
382342742,CREDIT UNIONS CHARTERED IN THE STATE OF MICHIGAN
382343764,CREDIT UNIONS CHARTERED IN THE STATE OF MICHIGAN
382346235,URBAN BANKERS FORUM INC URBAN FINANCIAL SERVICE
382349850,WOLVERINE BAR FOUNDATION
382352009,LIBERTY TEMPLE BAPTIST CHURCH
382352462,DETROIT REGIONAL CHAMBER FOUNDATION INC
382361931,GOD S STOREHOUSE OF ETERNAL LOVE
382362147,MICHIGAN COALITION FOR HUMAN RIGHTS
382364752,JOY TEMPLE CHURCH OF GOD IN CHRIST
382368359,CATHEDRAL FOUNDATION AND COMMUNITY SERVICES INC
382368929,GREATER DETROIT FOREIGN TRADE ZONE INC
382368967,NATIONAL TRAVELING BOWLING LEAGUE
382369538,OPEN DOOR BAPTIST CHURCH
382369559,DETROIT WAYNE COUNTY PORT AUTHORITY
382369651,EAGLES WAY FULL GOSPEL MINISTRIES
382371035,SALAVATION TEMPLE CHURCH
382371298,SIGMA PI FRATERNITY INTERNATIONAL INC
382372742,PENTATEUCH MISSIONARY BAPTIST CHURCH
382372753,NEW ST RUTH TEMPLE
382372834,MT VERNON MISSIONARY BAPTIST CHURCH
382374547,GO TELL IT EVANGELISTIC MINISTRY
382376434,MARANATHA MINISTRIES OF DETROIT
382377143,PATTERSONS RESIDENTIAL CARE INCORPORATED
382377242,KIDS WITHOUT CANCER
382382126,GABOONEY FOUNDATION
382385150,ECUMENICAL THEOLOGICAL SEMINARY
382386077,CITYSCAPE DETROIT INC
382387140,MAY MITCHELL ROYAL FOUNDATION
382387446,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURE WORKERS
382389208,GREATER LOVE MISSIONARY BAPTIST CHURCH
382391907,LEGACY HHH
382397352,ROOFERS UNION LOCAL 149 PROPERTY COMPANY A MICHIGAN NON-PROFIT CORP
382397636,CITY AIRPORT RENAISSANCE ASSOCIATION
382397674,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382400801,COLEMAN A YOUNG FOUNDATION
382403182,ROCK OF AGES CHRISTIAN MISS
382404479,MARY MCLEOD BETHUNE ASSN OF MICHIGAN
382408430,ST ROSE SENIOR CITIZENS CENTER
382410314,BIBLEWAY CHRISTIAN CENTER
382410847,COUNSELORS FOR CHRIST CRUSADE MINISTRIES
382412482,ECOWORKS
382413359,LOVE YOUR NEIGHBOR
382416082,CROSSROADS FULL GOSPEL CENTER CHURCH
382416462,RUFFNER FOUNDATION
382420565,COALITION ON TEMPORARY SHELTER
382420887,STRATFORD SHAKESPEAREAN FESTIVAL OF AMERICA
382421507,CENTER FOR CHANGES
382424001,SHEPHERD STAR MISSIONARY BAPTIST CHURCH
382424732,BETHESDA MISSIONARY BAPTIST CHURCH OF DAVID STREET
382425017,ASSOCIATION OF ANALYTICAL CHEMISTS INC
382429067,NEW TRUE VINE MISSIONARY BAPTIST CHURCH
382429885,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
382430952,ALTERNATIVE EDUCATIONAL CONSULTANTS INC
382431114,MICHAEL LEE SEARCY COMMUNITY AND DEVELOPMENT CENTER
382432321,RISING STAR MISSIONARY BAPTIST CHURCH 4
382433285,HENRY FORD CONTINUING CARE CORPORATION
382433720,DETRIOT ECONOMIC GROWTH ASSOCIATION
382433766,WARRENDALE CHURCH OF THE UNITED BRETHEREN IN CHRIST
382433981,NEW CORINTH MISSIONARY BAPTIST CHURCH INC
382434716,GREATER ST STEPHEN MISSIONARY
382436577,CHRIST TEMPLE BAPTIST CHURCH OF MICHIGAN
382438542,IRISH AMERICAN CULTURAL INSTITUTE METRO DETROIT CHAPTER
382439245,RENAISSANCE CHRISTIAN ASSEMBLY
382439789,BUOY SOUTHWESTERN DISTRICT
382440204,DEVELOPMENT CENTERS INC
382441110,ART CENTER MUSIC SCHOOL
382441114,DETROIT CHEETAH TRACK CLUB
382442207,PEOPLES COMMUNITY APOSTOLIC CHURCH
382442238,CASS CORRIDOR NEIGHBORHOOD DEVELOPMENT CORPORATION
382442467,BELIEVING CHURCH OF GOD IN CHRIST INC
382445107,JUBILEE CHRISTIAN CHURCH
382445398,GREATER FIRST BORN CHURCH OF LIVING GOD
382446964,QUEEN OF ROSES ORDER OF EASTERN STA R GREATER QUEEN ESTHER CHAPT
382449857,PUBLIC SCHOOL LEAGUE ALUMNI SPORTS ASSOCIATION INCORPORATED
382451827,DETROIT AREA PRE COLLEGE ENGINEERING PROGRAM INC
382452207,DEEPER LIFE REVIVAL INC
382453508,INDO AMERICAN DEVELOPMENT FUND INC
382453509,POLISH GENEALOGICAL SOCIETY OF MICHIGAN
382453510,PEOPLE CONVERT
382456239,NATIONAL ASSOCIATION OF UNIVERSITY WOMEN
382456940,INDIAN VILLAGE HISTORICAL COLLECTIONS
382457472,REHOBOTH MISSIONARY BAPTIST CHURCH
382460378,MICHIGANS THANKSGIVING PARADE
382461357,OBEDIENT MISSIONARY BAPTIST CHURCH
382461622,CITY VIEW MISSIONARY BAPTIST CHURCH
382462010,FRIENDS OF THE ALGER THEATER
382464714,NEW DAY MULTI PURPOSE SERVICE CENTER INC
382464851,AIDS PARTNERSHIP MICHIGAN INC
382465466,ANTIOCH MISSIONARY BAPTIST CHURCH OF DETROIT
382466601,UNITED SISTERS OF CHARITY
382468054,SOUL DELIVERANCE CHURCH OF THE APOSTOLIC FAITH
382468662,WE CARE ABOUT VAN DYKE SEVEN MILE INC
382471070,UAW-CHRYSLER LEGAL SERVICES PLAN TRUST 4410766000
382471616,NATIONAL COUNCIL ON ALCHOLISM & DRUG DEPENDENCE GREATER DETROIT
382472391,KINGDOM WORKERS MINISTRY INTERNATIONAL
382473742,DETROIT VEDIC SOCIETY INC
382474205,TEHILLIM CHURCH OF GOD IN CHRIST
382474898,HERITAGE CHRISTIAN TEACHING CENTER
382475513,NEW PROSPERITY BAPTIST CHURCH
382475515,TRIUMPHANT LIFE CHURCH OF GOD IN CHRIST
382477775,DETROIT-WAYNE COUNTY CRIMINAL ADVOCACY PROGRAM
382478074,JONES MEMORIAL CHURCH OF GOD IN CHRIST
382479153,THIRD LATIN AMERICAN BAPTIST CHURCH
382480313,WOLVERINE BAR ASSOCIATION
382480730,DETROIT MEDICAL CENTER GUILD
382482189,PARENTS OF MURDERED CHILDREN
382486222,MANNA COMMUNITY MEAL
382486995,NURSING PRACTICE CORPORATION
382487626,FREEDOM HOUSE
